机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
600519,贵州茅台,2005-04-23,2005-03-31,2005-03-31,合并本期,定期报告,3024925341.38,0.0,129762839.45,28773108.71,7780206.8,51292931.18,,,,1640412382.35,,,3505403.97,4886452213.84,,,,9627405.13,,718609837.72,849288036.95,20256459.23,,,,37656999.83,,,49971049.43,,0.0,1685409788.29,6571862002.13,,,,37176128.24,975658209.27,38014868.42,581656078.96,,,275403561.32,,,63003991.93,1970912838.14,,,,300000.0,,,0.0,300000.0,1971212838.14,393250000,1923937320.54,648560928.3,,,,1572539951.63,4538288200.47,62360963.52,,0.0,4600649163.99,6571862002.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2005-08-16,2005-06-30,2005-06-30,合并本期,定期报告,3065214770.19,0.0,99986019.08,45101032.82,10016746.35,55856617.92,,,,1668181460.46,,,3682751.11,4948039397.93,,,,9838781.96,,704628195.86,929053724.75,45532107.71,,,,39766396.0,,,52057433.05,,0.0,1780876639.33,6728916037.26,,,,1663140.34,1142634233.98,41989017.98,490008071.64,,,320008573.99,,,40775668.58,2037078706.51,,,,,,,0.0,0.0,2037078706.51,393250000,1924023790.61,648560928.3,,,,1684187486.74,4650022205.65,41815125.1,,0.0,4691837330.75,6728916037.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2005-10-25,2005-09-30,2005-09-30,合并本期,定期报告,3217007276.75,,142698346.08,40672843.72,8885528.61,71144267.86,,,,1684279669.85,,,7715370.12,5172403302.99,,,,9838781.96,,744749773.96,974012522.41,60212675.93,13066.32,,,57229688.0,,,58900390.14,,0.0,1904956898.72,7077360201.71,,,,21384556.04,1432522801.74,41176966.37,574797647.8,,,188286286.92,,,53688595.81,2311856854.68,,,,,,,,0.0,2311856854.68,471900000,1845673790.61,648560928.3,,,,1747324867.54,4713459586.45,52043760.58,,0.0,4765503347.03,7077360201.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2006-04-05,2005-12-31,2005-12-31,合并本期,定期报告,3891989433.53,,159665200.08,43685990.33,12385914.41,51244124.02,,,,1860549625.24,,,0.0,6019520287.61,,,,10243017.33,,981382035.5,909890443.63,19108529.36,,,,57074911.58,,,60377239.58,,0.0,2038076176.98,8057596464.59,,,,30329177.02,1543198286.97,94549201.41,919289026.87,,37181810.0,269348761.11,,,1305119.69,2895201383.07,,,,,,,,0.0,2895201383.07,471900000,1846119450.61,967252340.82,,,,1806625777.74,5091897569.17,70497512.35,,0.0,5162395081.52,8057596464.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2006-04-22,2006-03-31,2006-03-31,合并本期,定期报告,3975708186.88,0.0,72016701.8,61221809.44,5682241.01,66722558.24,,,,1800160745.17,,,5885590.27,5987397832.81,,,,10243017.33,,1019701197.52,943031845.61,27434478.82,15676.67,,,56933580.29,,,58279125.24,,0.0,2115638921.48,8103036754.29,,,,44681505.44,1497531229.96,51631572.92,654091179.81,,42665714.49,178052630.78,,,46087349.15,2514741182.55,,,,,,,0.0,0.0,2514741182.55,471900000,1846185110.61,967252340.82,,,,2256216547.62,5541553999.05,46741572.69,,0.0,5588295571.74,8103036754.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2006-08-23,2006-06-30,2006-06-30,合并本期,定期报告,3419099920.66,0.0,113565011.8,68909631.17,15830509.64,59586527.93,,,,1855279898.31,,,4163123.12,5536434622.63,,,,10387452.7,,1030973670.35,1042924430.55,49288779.32,122591.96,,,69018445.22,,,60712606.95,,0.0,2263427977.05,7799862599.68,,,,21723602.78,1930943022.19,55493188.91,520891740.2,,,208860858.97,,,3475830.49,2741388243.54,,,,,,,0.0,0.0,2741388243.54,943800000,1374285110.61,967252340.82,,,,1716484568.37,5001822019.8,56652336.34,,0.0,5058474356.14,7799862599.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2006-10-25,2006-09-30,2006-09-30,合并本期,定期报告,4083907788.34,0.0,232808366.58,78798820.95,29101123.61,45825294.8,,,,1883507683.55,,,2089751.57,6356038829.4,,,,10767452.71,,1018003338.64,1208808413.78,81705306.28,140744.01,,,66853374.94,,,64111146.83,,0.0,2450389777.19,8806428606.59,,,,74371691.4,2376011815.62,61323495.32,583955423.91,,545065.2,240631371.05,,,54545315.98,3391384178.48,,,,,,,0.0,0.0,3391384178.48,943800000,1374750770.61,967252340.82,,,,2058380373.47,5344183484.9,70860943.21,,0.0,5415044428.11,8806428606.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2007-04-03,2006-12-31,2006-12-31,合并本期,定期报告,4463098038.64,0.0,185653838.47,67438863.7,4242010.29,55431205.84,,,,1974710283.35,,,0.0,6750574240.29,,42769450.0,,11486496.29,,1222202623.3,1179883698.02,47444702.52,,,,66093918.66,,,68459874.91,,0.0,2638340763.7,9388915003.99,,,,40813549.99,2136139561.53,97946613.02,808722547.77,,,310137150.24,,,126932.01,3393886354.56,,,,,,,0.0,0.0,3393886354.56,943800000,1374449260.61,1253305422.06,,,,2325450770.91,5897005453.58,98023195.85,,0.0,5995028649.43,9388915003.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2007-04-29,2007-03-31,2007-03-31,合并本期,定期报告,4655485481.29,,195159382.47,103831215.66,5226084.27,69985881.11,,,,2008331715.46,,,,7038019760.26,,59769450.0,,4000000.0,,1317726492.6,1073527595.41,15359723.76,35490.0,,,255348897.25,,,68191994.96,51325209.01,,2845284852.99,9883304613.25,,,,62111408.07,2288687475.43,32087669.52,580497443.64,,722688505.62,308664076.18,,,191241.2,3994927819.66,,,,,,,,,3994927819.66,943800000,1374779593.61,1254272843.92,,,,2247683074.8,5820535512.33,67841281.26,,,5888376793.59,9883304613.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,2007-08-17,2007-06-30,2007-06-30,合并本期,定期报告,4809865056.16,,179337941.8,65189432.07,629243.95,96256039.76,,2629400.0,,2120021426.1,,,3604.78,7273932144.62,0.0,58000000.0,,4000000.0,,1431615294.06,1074086870.21,23465945.79,,,,254479095.54,,,70552699.73,36799639.74,,2952999545.07,10226931689.7,,0.0,,69880889.48,2442383982.64,55185885.55,302508705.35,,722871772.95,414688558.23,,,,4007519794.2,,,,,,,,,4007519794.2,943800000,1374878083.61,1264879718.52,,,,2550293482.95,6133851285.08,85560610.41,,,6219411895.49,10226931689.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
